# pdf: nNNPDF10_nlo_as_0118_Fe56
# Q0: 2 GeV 
# Nrep: 100
# [xmin, xmax, nx]: [10^(-3), 10^(0), 201]
# 	 x 	 gluon(cv) 	 gluon(sd) 
   0.004266 	   2.822763 	   3.020208 
   0.004416 	   2.825269 	   2.929841 
   0.004571 	   2.827325 	   2.841772 
   0.004732 	   2.828942 	   2.755927 
   0.004898 	   2.830129 	   2.672233 
   0.005070 	   2.830894 	   2.590622 
   0.005248 	   2.831246 	   2.511025 
   0.005433 	   2.831196 	   2.433374 
   0.005623 	   2.830751 	   2.357607 
   0.005821 	   2.829922 	   2.283659 
   0.006026 	   2.828716 	   2.211472 
   0.006237 	   2.827138 	   2.141033 
   0.006457 	   2.825150 	   2.072595 
   0.006683 	   2.822752 	   2.006162 
   0.006918 	   2.819952 	   1.941683 
   0.007161 	   2.816755 	   1.879110 
   0.007413 	   2.813171 	   1.818394 
   0.007674 	   2.809206 	   1.759490 
   0.007943 	   2.804867 	   1.702351 
   0.008222 	   2.800163 	   1.646936 
   0.008511 	   2.795100 	   1.593201 
   0.008810 	   2.789686 	   1.541106 
   0.009120 	   2.783915 	   1.490685 
   0.009441 	   2.777760 	   1.442104 
   0.009772 	   2.771224 	   1.395337 
   0.010116 	   2.764314 	   1.350346 
   0.010471 	   2.757037 	   1.307091 
   0.010839 	   2.749399 	   1.265534 
   0.011220 	   2.741407 	   1.225635 
   0.011614 	   2.733067 	   1.187354 
   0.012023 	   2.724385 	   1.150652 
   0.012445 	   2.715369 	   1.115488 
   0.012882 	   2.706025 	   1.081819 
   0.013335 	   2.696343 	   1.049690 
   0.013804 	   2.686306 	   1.019166 
   0.014289 	   2.675918 	   0.990196 
   0.014791 	   2.665183 	   0.962729 
   0.015311 	   2.654104 	   0.936707 
   0.015849 	   2.642686 	   0.912074 
   0.016406 	   2.630932 	   0.888770 
   0.016982 	   2.618847 	   0.866730 
   0.017579 	   2.606435 	   0.845889 
   0.018197 	   2.593699 	   0.826181 
   0.018836 	   2.580644 	   0.807538 
   0.019498 	   2.567275 	   0.789951 
   0.020184 	   2.553592 	   0.773384 
   0.020893 	   2.539587 	   0.757766 
   0.021627 	   2.525254 	   0.743022 
   0.022387 	   2.510588 	   0.729079 
   0.023174 	   2.495581 	   0.715866 
   0.023988 	   2.480228 	   0.703308 
   0.024831 	   2.464522 	   0.691334 
   0.025704 	   2.448456 	   0.679873 
   0.026607 	   2.432026 	   0.668857 
   0.027542 	   2.415230 	   0.658213 
   0.028510 	   2.398130 	   0.647833 
   0.029512 	   2.380725 	   0.637662 
   0.030549 	   2.362993 	   0.627666 
   0.031623 	   2.344913 	   0.617811 
   0.032734 	   2.326462 	   0.608072 
   0.033884 	   2.307621 	   0.598421 
   0.035075 	   2.288366 	   0.588835 
   0.036308 	   2.268676 	   0.579294 
   0.037584 	   2.248531 	   0.569777 
   0.038905 	   2.227908 	   0.560266 
   0.040272 	   2.206800 	   0.550691 
   0.041687 	   2.185250 	   0.540845 
   0.043152 	   2.163265 	   0.530745 
   0.044668 	   2.140847 	   0.520435 
   0.046238 	   2.118000 	   0.509953 
   0.047863 	   2.094724 	   0.499334 
   0.049545 	   2.071022 	   0.488607 
   0.051286 	   2.046897 	   0.477795 
   0.053088 	   2.022351 	   0.466912 
   0.054954 	   1.997385 	   0.455966 
   0.056885 	   1.972002 	   0.444957 
   0.058884 	   1.946118 	   0.433689 
   0.060954 	   1.919609 	   0.421862 
   0.063096 	   1.892548 	   0.409586 
   0.065313 	   1.865007 	   0.396987 
   0.067608 	   1.837062 	   0.384204 
   0.069984 	   1.808786 	   0.371377 
   0.072444 	   1.780254 	   0.358656 
   0.074989 	   1.751541 	   0.346188 
   0.077625 	   1.722719 	   0.334123 
   0.080353 	   1.693865 	   0.322608 
   0.083176 	   1.665050 	   0.311783 
   0.086099 	   1.636048 	   0.301404 
   0.089125 	   1.606684 	   0.291250 
   0.092257 	   1.577026 	   0.281350 
   0.095499 	   1.547144 	   0.271653 
   0.098855 	   1.517106 	   0.262030 
   0.102329 	   1.486902 	   0.252190 
   0.105925 	   1.456381 	   0.241930 
   0.109648 	   1.425658 	   0.231725 
   0.113501 	   1.394870 	   0.222090 
   0.117490 	   1.364152 	   0.213495 
   0.121619 	   1.333583 	   0.206103 
   0.125893 	   1.303070 	   0.199607 
   0.130317 	   1.272551 	   0.194011 
   0.134896 	   1.241968 	   0.189292 
   0.139637 	   1.211290 	   0.185375 
   0.144544 	   1.180564 	   0.182209 
   0.149624 	   1.149742 	   0.179873 
   0.154882 	   1.118765 	   0.178381 
   0.160325 	   1.087627 	   0.177590 
   0.165959 	   1.056333 	   0.177423 
   0.171791 	   1.024823 	   0.177881 
   0.177828 	   0.993061 	   0.178841 
   0.184077 	   0.961053 	   0.180144 
   0.190546 	   0.928762 	   0.181732 
   0.197242 	   0.896149 	   0.183448 
   0.204174 	   0.863214 	   0.185166 
   0.211349 	   0.829985 	   0.186824 
   0.218776 	   0.796419 	   0.188259 
   0.226464 	   0.762577 	   0.189430 
   0.234423 	   0.728516 	   0.190259 
   0.242661 	   0.694222 	   0.190658 
   0.251189 	   0.659848 	   0.190597 
   0.260016 	   0.625369 	   0.189966 
   0.269153 	   0.590962 	   0.188640 
   0.278612 	   0.556627 	   0.186446 
   0.288403 	   0.522576 	   0.183266 
   0.298538 	   0.488843 	   0.178905 
   0.309030 	   0.455584 	   0.173297 
   0.319890 	   0.422853 	   0.166418 
   0.331131 	   0.390771 	   0.158454 
   0.342768 	   0.359408 	   0.149605 
   0.354813 	   0.328832 	   0.140036 
   0.367282 	   0.299140 	   0.130192 
   0.380189 	   0.270403 	   0.120296 
   0.393550 	   0.242696 	   0.110557 
   0.407380 	   0.216104 	   0.101178 
   0.421697 	   0.190717 	   0.092322 
   0.436516 	   0.166626 	   0.084114 
   0.451856 	   0.143925 	   0.076672 
   0.467735 	   0.122709 	   0.070115 
   0.484172 	   0.103033 	   0.064593 
   0.501187 	   0.084943 	   0.060234 
   0.518800 	   0.068490 	   0.057129 
   0.537032 	   0.053661 	   0.055347 
   0.555904 	   0.040446 	   0.054836 
   0.575440 	   0.028823 	   0.055396 
   0.595662 	   0.018738 	   0.056700 
   0.616595 	   0.010165 	   0.058366 
   0.638263 	   0.003007 	   0.059936 
   0.660693 	  -0.002813 	   0.061051 
   0.683912 	  -0.007291 	   0.061496 
   0.707946 	  -0.010572 	   0.061004 
   0.732825 	  -0.012745 	   0.059470 
   0.758578 	  -0.013919 	   0.056876 
   0.785236 	  -0.014208 	   0.053297 
   0.812831 	  -0.013722 	   0.048863 
   0.841395 	  -0.012580 	   0.043750 
   0.870964 	  -0.010890 	   0.038084 
   0.901571 	  -0.008756 	   0.031864 
   0.933254 	  -0.006250 	   0.024846 
   0.966051 	  -0.003384 	   0.016353 
 
