# pdf: NNPDF31_nlo_pch_as_0118
# Q0: 2 GeV 
# Nrep: 100
# [xmin, xmax, nx]: [10^(-5), 10^(0), 1001]
# 	 x 	 gluon(cv) 	 gluon(sd) 
 0.00741310 	 3.67190225 	 0.12099636 
 0.00749894 	 3.66611694 	 0.12066645 
 0.00758578 	 3.66031191 	 0.12035060 
 0.00767361 	 3.65448777 	 0.12005065 
 0.00776247 	 3.64864508 	 0.11976942 
 0.00785236 	 3.64278439 	 0.11950960 
 0.00794328 	 3.63690626 	 0.11927367 
 0.00803526 	 3.63101125 	 0.11906380 
 0.00812831 	 3.62509992 	 0.11888185 
 0.00822243 	 3.61917282 	 0.11872925 
 0.00831764 	 3.61323051 	 0.11860704 
 0.00841395 	 3.60727355 	 0.11851574 
 0.00851138 	 3.60130249 	 0.11845542 
 0.00860994 	 3.59531790 	 0.11842560 
 0.00870964 	 3.58932032 	 0.11842531 
 0.00881049 	 3.58331033 	 0.11845308 
 0.00891251 	 3.57728847 	 0.11850694 
 0.00901571 	 3.57125530 	 0.11858444 
 0.00912011 	 3.56521138 	 0.11868272 
 0.00922571 	 3.55915727 	 0.11879853 
 0.00933254 	 3.55309352 	 0.11892828 
 0.00944061 	 3.54702070 	 0.11906810 
 0.00954993 	 3.54093935 	 0.11921393 
 0.00966051 	 3.53484994 	 0.11937009 
 0.00977237 	 3.52875214 	 0.11954282 
 0.00988553 	 3.52264537 	 0.11973181 
 0.01000000 	 3.51652905 	 0.11993660 
 0.01011579 	 3.51040259 	 0.12015655 
 0.01023293 	 3.50426541 	 0.12039080 
 0.01035142 	 3.49811692 	 0.12063828 
 0.01047129 	 3.49195654 	 0.12089771 
 0.01059254 	 3.48578369 	 0.12116763 
 0.01071519 	 3.47959777 	 0.12144634 
 0.01083927 	 3.47339821 	 0.12173199 
 0.01096478 	 3.46718442 	 0.12202254 
 0.01109175 	 3.46095582 	 0.12231581 
 0.01122018 	 3.45471182 	 0.12260950 
 0.01135011 	 3.44845184 	 0.12290121 
 0.01148154 	 3.44217529 	 0.12318848 
 0.01161449 	 3.43588159 	 0.12346886 
 0.01174898 	 3.42957016 	 0.12373986 
 0.01188502 	 3.42324040 	 0.12399911 
 0.01202264 	 3.41689174 	 0.12424432 
 0.01216186 	 3.41052360 	 0.12447336 
 0.01230269 	 3.40413759 	 0.12468411 
 0.01244515 	 3.39774372 	 0.12487609 
 0.01258925 	 3.39134200 	 0.12505293 
 0.01273503 	 3.38493097 	 0.12521858 
 0.01288250 	 3.37850912 	 0.12537688 
 0.01303167 	 3.37207499 	 0.12553148 
 0.01318257 	 3.36562709 	 0.12568577 
 0.01333521 	 3.35916395 	 0.12584283 
 0.01348963 	 3.35268406 	 0.12600536 
 0.01364583 	 3.34618597 	 0.12617566 
 0.01380384 	 3.33966818 	 0.12635558 
 0.01396368 	 3.33312921 	 0.12654652 
 0.01412538 	 3.32656758 	 0.12674939 
 0.01428894 	 3.31998181 	 0.12696465 
 0.01445440 	 3.31337042 	 0.12719227 
 0.01462177 	 3.30673193 	 0.12743181 
 0.01479108 	 3.30006484 	 0.12768238 
 0.01496236 	 3.29336769 	 0.12794277 
 0.01513561 	 3.28663899 	 0.12821140 
 0.01531087 	 3.27987726 	 0.12848645 
 0.01548817 	 3.27308101 	 0.12876592 
 0.01566751 	 3.26624882 	 0.12904772 
 0.01584893 	 3.25939033 	 0.12933861 
 0.01603245 	 3.25251260 	 0.12964588 
 0.01621810 	 3.24561440 	 0.12997106 
 0.01640590 	 3.23869450 	 0.13031548 
 0.01659587 	 3.23175165 	 0.13068003 
 0.01678804 	 3.22478463 	 0.13106508 
 0.01698244 	 3.21779219 	 0.13147040 
 0.01717908 	 3.21077309 	 0.13189502 
 0.01737801 	 3.20372610 	 0.13233721 
 0.01757924 	 3.19664999 	 0.13279443 
 0.01778279 	 3.18954350 	 0.13326333 
 0.01798871 	 3.18240541 	 0.13373973 
 0.01819701 	 3.17523448 	 0.13421868 
 0.01840772 	 3.16802947 	 0.13469445 
 0.01862087 	 3.16078915 	 0.13516064 
 0.01883649 	 3.15351227 	 0.13561021 
 0.01905461 	 3.14619759 	 0.13603559 
 0.01927525 	 3.13884389 	 0.13642879 
 0.01949845 	 3.13144993 	 0.13678144 
 0.01972423 	 3.12401446 	 0.13708502 
 0.01995262 	 3.11653625 	 0.13733089 
 0.02018366 	 3.10901792 	 0.13751503 
 0.02041738 	 3.10147399 	 0.13765246 
 0.02065380 	 3.09390443 	 0.13774723 
 0.02089296 	 3.08630745 	 0.13780156 
 0.02113489 	 3.07868126 	 0.13781764 
 0.02137962 	 3.07102405 	 0.13779753 
 0.02162719 	 3.06333402 	 0.13774312 
 0.02187762 	 3.05560939 	 0.13765611 
 0.02213095 	 3.04784835 	 0.13753802 
 0.02238721 	 3.04004910 	 0.13739010 
 0.02264644 	 3.03220986 	 0.13721337 
 0.02290868 	 3.02432882 	 0.13700860 
 0.02317395 	 3.01640419 	 0.13677632 
 0.02344229 	 3.00843417 	 0.13651680 
 0.02371374 	 3.00041696 	 0.13623009 
 0.02398833 	 2.99235077 	 0.13591606 
 0.02426610 	 2.98423380 	 0.13557438 
 0.02454709 	 2.97606426 	 0.13520461 
 0.02483133 	 2.96784034 	 0.13480619 
 0.02511886 	 2.95956025 	 0.13437856 
 0.02540973 	 2.95122219 	 0.13392118 
 0.02570396 	 2.94282448 	 0.13343350 
 0.02600160 	 2.93437395 	 0.13290918 
 0.02630268 	 2.92587559 	 0.13234595 
 0.02660725 	 2.91732928 	 0.13174636 
 0.02691535 	 2.90873492 	 0.13111325 
 0.02722701 	 2.90009240 	 0.13044958 
 0.02754229 	 2.89140162 	 0.12975829 
 0.02786121 	 2.88266247 	 0.12904226 
 0.02818383 	 2.87387484 	 0.12830412 
 0.02851018 	 2.86503863 	 0.12754629 
 0.02884032 	 2.85615373 	 0.12677079 
 0.02917427 	 2.84722004 	 0.12597931 
 0.02951209 	 2.83823744 	 0.12517309 
 0.02985383 	 2.82920584 	 0.12435296 
 0.03019952 	 2.82012512 	 0.12351931 
 0.03054921 	 2.81099518 	 0.12267214 
 0.03090295 	 2.80181591 	 0.12181110 
 0.03126079 	 2.79258721 	 0.12093554 
 0.03162278 	 2.78330897 	 0.12004459 
 0.03198895 	 2.77398108 	 0.11913730 
 0.03235937 	 2.76460345 	 0.11821277 
 0.03273407 	 2.75517595 	 0.11727027 
 0.03311311 	 2.74570562 	 0.11630596 
 0.03349654 	 2.73621532 	 0.11531293 
 0.03388442 	 2.72670246 	 0.11430226 
 0.03427678 	 2.71716220 	 0.11328636 
 0.03467369 	 2.70758972 	 0.11227726 
 0.03507519 	 2.69798017 	 0.11128624 
 0.03548134 	 2.68832871 	 0.11032350 
 0.03589219 	 2.67863049 	 0.10939781 
 0.03630781 	 2.66888069 	 0.10851626 
 0.03672823 	 2.65907445 	 0.10768405 
 0.03715352 	 2.64920694 	 0.10690425 
 0.03758374 	 2.63927332 	 0.10617771 
 0.03801894 	 2.62926874 	 0.10550300 
 0.03845918 	 2.61918838 	 0.10487647 
 0.03890451 	 2.60902738 	 0.10429227 
 0.03935501 	 2.59878091 	 0.10374258 
 0.03981072 	 2.58844413 	 0.10321781 
 0.04027170 	 2.57801219 	 0.10270695 
 0.04073803 	 2.56748027 	 0.10219790 
 0.04120975 	 2.55684350 	 0.10167793 
 0.04168694 	 2.54609707 	 0.10113418 
 0.04216965 	 2.53523678 	 0.10055411 
 0.04265795 	 2.52428838 	 0.09992924 
 0.04315191 	 2.51326603 	 0.09926984 
 0.04365158 	 2.50216805 	 0.09859145 
 0.04415704 	 2.49099280 	 0.09791004 
 0.04466836 	 2.47973862 	 0.09724141 
 0.04518559 	 2.46840384 	 0.09660057 
 0.04570882 	 2.45698682 	 0.09600119 
 0.04623810 	 2.44548588 	 0.09545512 
 0.04677351 	 2.43389939 	 0.09497186 
 0.04731513 	 2.42222567 	 0.09455825 
 0.04786301 	 2.41046308 	 0.09421809 
 0.04841724 	 2.39860995 	 0.09395196 
 0.04897788 	 2.38666462 	 0.09375716 
 0.04954502 	 2.37462544 	 0.09362769 
 0.05011872 	 2.36249075 	 0.09355440 
 0.05069907 	 2.35025890 	 0.09352524 
 0.05128614 	 2.33792822 	 0.09352562 
 0.05188000 	 2.32549706 	 0.09353881 
 0.05248075 	 2.31296376 	 0.09354642 
 0.05308844 	 2.30032666 	 0.09352895 
 0.05370318 	 2.28758411 	 0.09346640 
 0.05432503 	 2.27473725 	 0.09335076 
 0.05495409 	 2.26179362 	 0.09320825 
 0.05559043 	 2.24875383 	 0.09304301 
 0.05623413 	 2.23561795 	 0.09285739 
 0.05688529 	 2.22238606 	 0.09265364 
 0.05754399 	 2.20905822 	 0.09243366 
 0.05821032 	 2.19563452 	 0.09219876 
 0.05888437 	 2.18211503 	 0.09194944 
 0.05956621 	 2.16849982 	 0.09168527 
 0.06025596 	 2.15478897 	 0.09140470 
 0.06095369 	 2.14098254 	 0.09110508 
 0.06165950 	 2.12708062 	 0.09078253 
 0.06237348 	 2.11308328 	 0.09043201 
 0.06309573 	 2.09899058 	 0.09004734 
 0.06382635 	 2.08480261 	 0.08962129 
 0.06456542 	 2.07051945 	 0.08914568 
 0.06531306 	 2.05614115 	 0.08861159 
 0.06606934 	 2.04166780 	 0.08800951 
 0.06683439 	 2.02709947 	 0.08732958 
 0.06760830 	 2.01243623 	 0.08656190 
 0.06839116 	 1.99767817 	 0.08569684 
 0.06918310 	 1.98282363 	 0.08472402 
 0.06998420 	 1.96782539 	 0.08360128 
 0.07079458 	 1.95266988 	 0.08232859 
 0.07161434 	 1.93736751 	 0.08092985 
 0.07244360 	 1.92192873 	 0.07943053 
 0.07328245 	 1.90636398 	 0.07785717 
 0.07413102 	 1.89068371 	 0.07623674 
 0.07498942 	 1.87489836 	 0.07459615 
 0.07585776 	 1.85901836 	 0.07296157 
 0.07673615 	 1.84305415 	 0.07135775 
 0.07762471 	 1.82701618 	 0.06980734 
 0.07852356 	 1.81091489 	 0.06833011 
 0.07943282 	 1.79476072 	 0.06694222 
 0.08035261 	 1.77856411 	 0.06565554 
 0.08128305 	 1.76233550 	 0.06447705 
 0.08222426 	 1.74608533 	 0.06340852 
 0.08317638 	 1.72982404 	 0.06244629 
 0.08413951 	 1.71356207 	 0.06158146 
 0.08511380 	 1.69730987 	 0.06080029 
 0.08609938 	 1.68107787 	 0.06008493 
 0.08709636 	 1.66487652 	 0.05941447 
 0.08810489 	 1.64871625 	 0.05876609 
 0.08912509 	 1.63257449 	 0.05808743 
 0.09015711 	 1.61637596 	 0.05730637 
 0.09120108 	 1.60012354 	 0.05644822 
 0.09225714 	 1.58382427 	 0.05554540 
 0.09332543 	 1.56748513 	 0.05463042 
 0.09440609 	 1.55111316 	 0.05373337 
 0.09549926 	 1.53471534 	 0.05287985 
 0.09660509 	 1.51829871 	 0.05208925 
 0.09772372 	 1.50187026 	 0.05137379 
 0.09885531 	 1.48543701 	 0.05073834 
 0.10000000 	 1.46900596 	 0.05018121 
 0.10115795 	 1.45254450 	 0.04965891 
 0.10232930 	 1.43602659 	 0.04915302 
 0.10351422 	 1.41946918 	 0.04869454 
 0.10471285 	 1.40288920 	 0.04831123 
 0.10592537 	 1.38630358 	 0.04802539 
 0.10715193 	 1.36972926 	 0.04785215 
 0.10839269 	 1.35318317 	 0.04779863 
 0.10964782 	 1.33668224 	 0.04786382 
 0.11091748 	 1.32024341 	 0.04803955 
 0.11220185 	 1.30388358 	 0.04831227 
 0.11350108 	 1.28759213 	 0.04868324 
 0.11481536 	 1.27134845 	 0.04916127 
 0.11614486 	 1.25515046 	 0.04974217 
 0.11748976 	 1.23899603 	 0.05041424 
 0.11885022 	 1.22288305 	 0.05115540 
 0.12022644 	 1.20680943 	 0.05193373 
 0.12161860 	 1.19077304 	 0.05271114 
 0.12302688 	 1.17477178 	 0.05344947 
 0.12445146 	 1.15880300 	 0.05411894 
 0.12589254 	 1.14279551 	 0.05474436 
 0.12735031 	 1.12673947 	 0.05542426 
 0.12882496 	 1.11069053 	 0.05623568 
 0.13031668 	 1.09470433 	 0.05720639 
 0.13182567 	 1.07883654 	 0.05830357 
 0.13335214 	 1.06314279 	 0.05943606 
 0.13489629 	 1.04767875 	 0.06046738 
 0.13645831 	 1.03250007 	 0.06123568 
 0.13803843 	 1.01762804 	 0.06164689 
 0.13963684 	 1.00302074 	 0.06174604 
 0.14125375 	 0.98864109 	 0.06157995 
 0.14288940 	 0.97445203 	 0.06119828 
 0.14454398 	 0.96041650 	 0.06064568 
 0.14621772 	 0.94649744 	 0.05995857 
 0.14791084 	 0.93265778 	 0.05916672 
 0.14962357 	 0.91887640 	 0.05825186 
 0.15135612 	 0.90520699 	 0.05706189 
 0.15310875 	 0.89166222 	 0.05569124 
 0.15488166 	 0.87824682 	 0.05425565 
 0.15667511 	 0.86496552 	 0.05284285 
 0.15848932 	 0.85182305 	 0.05150305 
 0.16032454 	 0.83882415 	 0.05025232 
 0.16218101 	 0.82599925 	 0.04905742 
 0.16405898 	 0.81339056 	 0.04785525 
 0.16595869 	 0.80095073 	 0.04669759 
 0.16788040 	 0.78862848 	 0.04561746 
 0.16982437 	 0.77637254 	 0.04459303 
 0.17179084 	 0.76413163 	 0.04355643 
 0.17378008 	 0.75185179 	 0.04244401 
 0.17579236 	 0.73950139 	 0.04131357 
 0.17782794 	 0.72714909 	 0.04045830 
 0.17988709 	 0.71487725 	 0.04005812 
 0.18197009 	 0.70276825 	 0.03999513 
 0.18407720 	 0.69090445 	 0.03987014 
 0.18620871 	 0.67936680 	 0.03920486 
 0.18836491 	 0.66816445 	 0.03796693 
 0.19054607 	 0.65721321 	 0.03654279 
 0.19275249 	 0.64642319 	 0.03532005 
 0.19498446 	 0.63570451 	 0.03449693 
 0.19724227 	 0.62496728 	 0.03399977 
 0.19952623 	 0.61421229 	 0.03362329 
 0.20183664 	 0.60351151 	 0.03330368 
 0.20417379 	 0.59287055 	 0.03302467 
 0.20653802 	 0.58229499 	 0.03278594 
 0.20892961 	 0.57179039 	 0.03259641 
 0.21134890 	 0.56135073 	 0.03243697 
 0.21379621 	 0.55096501 	 0.03226874 
 0.21627185 	 0.54065477 	 0.03213927 
 0.21877616 	 0.53044263 	 0.03209129 
 0.22130947 	 0.52035120 	 0.03215394 
 0.22387211 	 0.51038927 	 0.03232387 
 0.22646443 	 0.50054366 	 0.03257538 
 0.22908677 	 0.49081296 	 0.03290491 
 0.23173946 	 0.48119594 	 0.03330183 
 0.23442288 	 0.47169219 	 0.03375096 
 0.23713737 	 0.46231629 	 0.03426586 
 0.23988329 	 0.45306324 	 0.03484457 
 0.24266101 	 0.44391853 	 0.03545880 
 0.24547089 	 0.43486765 	 0.03606480 
 0.24831331 	 0.42592245 	 0.03666464 
 0.25118864 	 0.41710234 	 0.03729438 
 0.25409727 	 0.40836764 	 0.03786264 
 0.25703958 	 0.39967747 	 0.03825835 
 0.26001596 	 0.39100191 	 0.03837447 
 0.26302680 	 0.38236335 	 0.03823385 
 0.26607251 	 0.37377702 	 0.03793817 
 0.26915348 	 0.36525583 	 0.03758454 
 0.27227013 	 0.35679324 	 0.03722963 
 0.27542287 	 0.34836002 	 0.03685052 
 0.27861212 	 0.34002218 	 0.03647183 
 0.28183829 	 0.33185322 	 0.03603628 
 0.28510183 	 0.32390281 	 0.03541376 
 0.28840315 	 0.31613725 	 0.03458373 
 0.29174270 	 0.30851882 	 0.03366070 
 0.29512092 	 0.30101150 	 0.03276518 
 0.29853826 	 0.29363760 	 0.03189543 
 0.30199517 	 0.28639348 	 0.03102950 
 0.30549211 	 0.27924182 	 0.03017633 
 0.30902954 	 0.27214699 	 0.02932204 
 0.31260794 	 0.26511750 	 0.02846931 
 0.31622777 	 0.25820351 	 0.02766494 
 0.31988951 	 0.25145749 	 0.02693323 
 0.32359366 	 0.24491295 	 0.02631000 
 0.32734069 	 0.23850619 	 0.02578599 
 0.33113112 	 0.23215448 	 0.02528103 
 0.33496544 	 0.22577538 	 0.02469059 
 0.33884416 	 0.21945640 	 0.02422108 
 0.34276779 	 0.21336650 	 0.02402929 
 0.34673685 	 0.20760282 	 0.02416277 
 0.35075187 	 0.20209630 	 0.02467590 
 0.35481339 	 0.19680179 	 0.02528846 
 0.35892193 	 0.19174609 	 0.02568799 
 0.36307805 	 0.18692342 	 0.02598690 
 0.36728230 	 0.18214774 	 0.02591897 
 0.37153523 	 0.17727210 	 0.02516015 
 0.37583740 	 0.17242464 	 0.02411401 
 0.38018940 	 0.16783983 	 0.02332684 
 0.38459178 	 0.16371840 	 0.02293648 
 0.38904514 	 0.15976767 	 0.02302303 
 0.39355008 	 0.15555118 	 0.02293414 
 0.39810717 	 0.15104718 	 0.02220363 
 0.40271703 	 0.14647621 	 0.02128753 
 0.40738028 	 0.14193349 	 0.02059368 
 0.41209752 	 0.13737871 	 0.02010552 
 0.41686938 	 0.13310238 	 0.01995456 
 0.42169650 	 0.12921456 	 0.02013186 
 0.42657952 	 0.12557840 	 0.02056759 
 0.43151908 	 0.12208608 	 0.02105543 
 0.43651583 	 0.11876867 	 0.02163233 
 0.44157045 	 0.11570961 	 0.02236441 
 0.44668359 	 0.11309341 	 0.02358332 
 0.45185594 	 0.11043869 	 0.02495340 
 0.45708819 	 0.10726995 	 0.02543842 
 0.46238102 	 0.10379644 	 0.02522688 
 0.46773514 	 0.10015281 	 0.02456875 
 0.47315126 	 0.09631074 	 0.02346053 
 0.47863009 	 0.09243893 	 0.02245200 
 0.48417237 	 0.08850283 	 0.02165695 
 0.48977882 	 0.08475044 	 0.02092478 
 0.49545019 	 0.08132717 	 0.01983774 
 0.50118723 	 0.07812410 	 0.01879095 
 0.50699071 	 0.07513327 	 0.01807333 
 0.51286138 	 0.07229203 	 0.01769776 
 0.51880004 	 0.06953193 	 0.01779919 
 0.52480746 	 0.06679175 	 0.01831522 
 0.53088444 	 0.06391246 	 0.01814974 
 0.53703180 	 0.06091666 	 0.01758597 
 0.54325033 	 0.05769364 	 0.01683243 
 0.54954087 	 0.05444327 	 0.01640538 
 0.55590426 	 0.05146044 	 0.01639915 
 0.56234133 	 0.04870671 	 0.01658149 
 0.56885293 	 0.04632278 	 0.01697878 
 0.57543994 	 0.04396091 	 0.01737626 
 0.58210322 	 0.04138640 	 0.01705046 
 0.58884366 	 0.03880226 	 0.01654584 
 0.59566214 	 0.03624649 	 0.01589135 
 0.60255959 	 0.03362725 	 0.01512808 
 0.60953690 	 0.03096384 	 0.01433039 
 0.61659500 	 0.02838618 	 0.01364699 
 0.62373484 	 0.02584127 	 0.01308691 
 0.63095734 	 0.02324017 	 0.01274569 
 0.63826349 	 0.02086167 	 0.01263141 
 0.64565423 	 0.01876297 	 0.01255204 
 0.65313055 	 0.01679380 	 0.01242855 
 0.66069345 	 0.01498336 	 0.01228365 
 0.66834392 	 0.01337747 	 0.01189926 
 0.67608298 	 0.01173510 	 0.01178567 
 0.68391165 	 0.01008840 	 0.01204061 
 0.69183097 	 0.00860218 	 0.01182998 
 0.69984200 	 0.00725264 	 0.01142964 
 0.70794578 	 0.00602589 	 0.01096215 
 0.71614341 	 0.00484924 	 0.01061210 
 0.72443596 	 0.00377341 	 0.01029468 
 0.73282453 	 0.00279116 	 0.00999908 
 0.74131024 	 0.00183482 	 0.00981423 
 0.74989421 	 0.00097006 	 0.00972733 
 0.75857758 	 0.00014634 	 0.00982829 
 0.76736149 	 -0.00072867 	 0.01027221 
 0.77624712 	 -0.00136354 	 0.01052427 
 0.78523563 	 -0.00188258 	 0.01073870 
 0.79432823 	 -0.00233188 	 0.01092652 
 0.80352612 	 -0.00267158 	 0.01074374 
 0.81283052 	 -0.00286331 	 0.01035712 
 0.82224265 	 -0.00297889 	 0.00996682 
 0.83176377 	 -0.00305615 	 0.00967838 
 0.84139514 	 -0.00309525 	 0.00946248 
 0.85113804 	 -0.00311938 	 0.00926590 
 0.86099375 	 -0.00310309 	 0.00902213 
 0.87096359 	 -0.00302216 	 0.00867426 
 0.88104887 	 -0.00287646 	 0.00821599 
 0.89125094 	 -0.00268930 	 0.00767789 
 0.90157114 	 -0.00245428 	 0.00703865 
 0.91201084 	 -0.00220363 	 0.00638880 
 0.92257143 	 -0.00192564 	 0.00572063 
 0.93325430 	 -0.00164257 	 0.00505108 
 0.94406088 	 -0.00135739 	 0.00443676 
 0.95499259 	 -0.00103331 	 0.00381267 
 0.96605088 	 -0.00071165 	 0.00297445 
 0.97723722 	 -0.00055211 	 0.00240169 
 0.98855309 	 -0.00024502 	 0.00116400 
 
