# pdf: NNPDF31_nlo_pch_as_0118
# Q0: 2 GeV 
# Nrep: 100
# [xmin, xmax, nx]: [10^(-5), 10^(0), 1001]
# 	 x 	 gluon(cv) 	 gluon(sd) 
 0.00002317 	 8.13303452 	 7.90421939 
 0.00002344 	 8.11156825 	 7.84478028 
 0.00002371 	 8.08984935 	 7.78391737 
 0.00002399 	 8.06784716 	 7.72147696 
 0.00002427 	 8.04553103 	 7.65730962 
 0.00002455 	 8.02287031 	 7.59127126 
 0.00002483 	 7.99983432 	 7.52322449 
 0.00002512 	 7.97639243 	 7.45304011 
 0.00002541 	 7.95252091 	 7.38058046 
 0.00002570 	 7.92825670 	 7.30573582 
 0.00002600 	 7.90362932 	 7.22871888 
 0.00002630 	 7.87866153 	 7.14978775 
 0.00002661 	 7.85337609 	 7.06920236 
 0.00002692 	 7.82779574 	 6.98722296 
 0.00002723 	 7.80194324 	 6.90410849 
 0.00002754 	 7.77584135 	 6.82011502 
 0.00002786 	 7.74951282 	 6.73549422 
 0.00002818 	 7.72298041 	 6.65049186 
 0.00002851 	 7.69626687 	 6.56534631 
 0.00002884 	 7.66939495 	 6.48028708 
 0.00002917 	 7.64238741 	 6.39553344 
 0.00002951 	 7.61526701 	 6.31129308 
 0.00002985 	 7.58805649 	 6.22776083 
 0.00003020 	 7.56077861 	 6.14511756 
 0.00003055 	 7.53345613 	 6.06352917 
 0.00003090 	 7.50611180 	 5.98314574 
 0.00003126 	 7.47876838 	 5.90410092 
 0.00003162 	 7.45144862 	 5.82651156 
 0.00003199 	 7.42417527 	 5.75047759 
 0.00003236 	 7.39697109 	 5.67608221 
 0.00003273 	 7.36966050 	 5.60260783 
 0.00003311 	 7.34206497 	 5.52940166 
 0.00003350 	 7.31421918 	 5.45669081 
 0.00003388 	 7.28615785 	 5.38469015 
 0.00003428 	 7.25791570 	 5.31359932 
 0.00003467 	 7.22952746 	 5.24360012 
 0.00003508 	 7.20102785 	 5.17485396 
 0.00003548 	 7.17245160 	 5.10749952 
 0.00003589 	 7.14383342 	 5.04165064 
 0.00003631 	 7.11520803 	 4.97739454 
 0.00003673 	 7.08661016 	 4.91479034 
 0.00003715 	 7.05807454 	 4.85386805 
 0.00003758 	 7.02963588 	 4.79462800 
 0.00003802 	 7.00132891 	 4.73704082 
 0.00003846 	 6.97318834 	 4.68104800 
 0.00003890 	 6.94524891 	 4.62656304 
 0.00003936 	 6.91754533 	 4.57347328 
 0.00003981 	 6.89011232 	 4.52164243 
 0.00004027 	 6.86298461 	 4.47091372 
 0.00004074 	 6.83619693 	 4.42111390 
 0.00004121 	 6.80978398 	 4.37205778 
 0.00004169 	 6.78373720 	 4.32351389 
 0.00004217 	 6.75783271 	 4.27511831 
 0.00004266 	 6.73204272 	 4.22680239 
 0.00004315 	 6.70637846 	 4.17856278 
 0.00004365 	 6.68085115 	 4.13041595 
 0.00004416 	 6.65547201 	 4.08239531 
 0.00004467 	 6.63025227 	 4.03454833 
 0.00004519 	 6.60520316 	 3.98693382 
 0.00004571 	 6.58033589 	 3.93961934 
 0.00004624 	 6.55566170 	 3.89267872 
 0.00004677 	 6.53119180 	 3.84618977 
 0.00004732 	 6.50693742 	 3.80023204 
 0.00004786 	 6.48290979 	 3.75488488 
 0.00004842 	 6.45912012 	 3.71022562 
 0.00004898 	 6.43557964 	 3.66632795 
 0.00004955 	 6.41229959 	 3.62326060 
 0.00005012 	 6.38929117 	 3.58108624 
 0.00005070 	 6.36656561 	 3.53986072 
 0.00005129 	 6.34413414 	 3.49963263 
 0.00005188 	 6.32200799 	 3.46044322 
 0.00005248 	 6.30019837 	 3.42232678 
 0.00005309 	 6.27871641 	 3.38531082 
 0.00005370 	 6.25746936 	 3.34889435 
 0.00005433 	 6.23638077 	 3.31270698 
 0.00005495 	 6.21546693 	 3.27686874 
 0.00005559 	 6.19474414 	 3.24149767 
 0.00005623 	 6.17422868 	 3.20670791 
 0.00005689 	 6.15393685 	 3.17260782 
 0.00005754 	 6.13388495 	 3.13929819 
 0.00005821 	 6.11408926 	 3.10687056 
 0.00005888 	 6.09456607 	 3.07540567 
 0.00005957 	 6.07533169 	 3.04497208 
 0.00006026 	 6.05640241 	 3.01562500 
 0.00006095 	 6.03779451 	 2.98740534 
 0.00006166 	 6.01952429 	 2.96033901 
 0.00006237 	 6.00160804 	 2.93443651 
 0.00006310 	 5.98406206 	 2.90969290 
 0.00006383 	 5.96690265 	 2.88608804 
 0.00006457 	 5.95014608 	 2.86358722 
 0.00006531 	 5.93380866 	 2.84214218 
 0.00006607 	 5.91790668 	 2.82169253 
 0.00006683 	 5.90245643 	 2.80216750 
 0.00006761 	 5.88747420 	 2.78348811 
 0.00006839 	 5.87298499 	 2.76554631 
 0.00006918 	 5.85903022 	 2.74814535 
 0.00006998 	 5.84559152 	 2.73119640 
 0.00007079 	 5.83264370 	 2.71463531 
 0.00007161 	 5.82016156 	 2.69840694 
 0.00007244 	 5.80811988 	 2.68246451 
 0.00007328 	 5.79649348 	 2.66676878 
 0.00007413 	 5.78525714 	 2.65128747 
 0.00007499 	 5.77438565 	 2.63599456 
 0.00007586 	 5.76385383 	 2.62086968 
 0.00007674 	 5.75363645 	 2.60589752 
 0.00007762 	 5.74370832 	 2.59106736 
 0.00007852 	 5.73404424 	 2.57637253 
 0.00007943 	 5.72461899 	 2.56181002 
 0.00008035 	 5.71540738 	 2.54738009 
 0.00008128 	 5.70638420 	 2.53308598 
 0.00008222 	 5.69752426 	 2.51893363 
 0.00008318 	 5.68880233 	 2.50493151 
 0.00008414 	 5.68019323 	 2.49109051 
 0.00008511 	 5.67167174 	 2.47742385 
 0.00008610 	 5.66321267 	 2.46394713 
 0.00008710 	 5.65479195 	 2.45067804 
 0.00008810 	 5.64658820 	 2.43756531 
 0.00008913 	 5.63872688 	 2.42454999 
 0.00009016 	 5.63118367 	 2.41161753 
 0.00009120 	 5.62393420 	 2.39875614 
 0.00009226 	 5.61695414 	 2.38595639 
 0.00009333 	 5.61021914 	 2.37321083 
 0.00009441 	 5.60370486 	 2.36051365 
 0.00009550 	 5.59738695 	 2.34786032 
 0.00009661 	 5.59124107 	 2.33524729 
 0.00009772 	 5.58524287 	 2.32267173 
 0.00009886 	 5.57936801 	 2.31013130 
 0.00010000 	 5.57359213 	 2.29762387 
 0.00010116 	 5.56789091 	 2.28514740 
 0.00010233 	 5.56223998 	 2.27269975 
 0.00010351 	 5.55661501 	 2.26027858 
 0.00010471 	 5.55099165 	 2.24788127 
 0.00010593 	 5.54534556 	 2.23550484 
 0.00010715 	 5.53965239 	 2.22314601 
 0.00010839 	 5.53388779 	 2.21080115 
 0.00010965 	 5.52802743 	 2.19846645 
 0.00011092 	 5.52204695 	 2.18613795 
 0.00011220 	 5.51595942 	 2.17381161 
 0.00011350 	 5.50990091 	 2.16148674 
 0.00011482 	 5.50388324 	 2.14916794 
 0.00011614 	 5.49790270 	 2.13685995 
 0.00011749 	 5.49195556 	 2.12456730 
 0.00011885 	 5.48603811 	 2.11229428 
 0.00012023 	 5.48014662 	 2.10004483 
 0.00012162 	 5.47427738 	 2.08782248 
 0.00012303 	 5.46842666 	 2.07563038 
 0.00012445 	 5.46259075 	 2.06347115 
 0.00012589 	 5.45676593 	 2.05134697 
 0.00012735 	 5.45094849 	 2.03925944 
 0.00012882 	 5.44513469 	 2.02720966 
 0.00013032 	 5.43932083 	 2.01519818 
 0.00013183 	 5.43350317 	 2.00322502 
 0.00013335 	 5.42767802 	 1.99128968 
 0.00013490 	 5.42184163 	 1.97939116 
 0.00013646 	 5.41599031 	 1.96752804 
 0.00013804 	 5.41012031 	 1.95569846 
 0.00013964 	 5.40422794 	 1.94390025 
 0.00014125 	 5.39830947 	 1.93213096 
 0.00014289 	 5.39236123 	 1.92038727 
 0.00014454 	 5.38638534 	 1.90861695 
 0.00014622 	 5.38038650 	 1.89679573 
 0.00014791 	 5.37436745 	 1.88493373 
 0.00014962 	 5.36833092 	 1.87304142 
 0.00015136 	 5.36227964 	 1.86112950 
 0.00015311 	 5.35621637 	 1.84920890 
 0.00015488 	 5.35014382 	 1.83729067 
 0.00015668 	 5.34406476 	 1.82538595 
 0.00015849 	 5.33798190 	 1.81350590 
 0.00016032 	 5.33189799 	 1.80166167 
 0.00016218 	 5.32581577 	 1.78986439 
 0.00016406 	 5.31973797 	 1.77812511 
 0.00016596 	 5.31366733 	 1.76645478 
 0.00016788 	 5.30760660 	 1.75486427 
 0.00016982 	 5.30155850 	 1.74336436 
 0.00017179 	 5.29552577 	 1.73196571 
 0.00017378 	 5.28951116 	 1.72067894 
 0.00017579 	 5.28351740 	 1.70951460 
 0.00017783 	 5.27754723 	 1.69848324 
 0.00017989 	 5.27160338 	 1.68759546 
 0.00018197 	 5.26568860 	 1.67686195 
 0.00018408 	 5.25981446 	 1.66629411 
 0.00018621 	 5.25400875 	 1.65589490 
 0.00018836 	 5.24826532 	 1.64565423 
 0.00019055 	 5.24257526 	 1.63556160 
 0.00019275 	 5.23692964 	 1.62560654 
 0.00019498 	 5.23131955 	 1.61577845 
 0.00019724 	 5.22573607 	 1.60606650 
 0.00019953 	 5.22017027 	 1.59645950 
 0.00020184 	 5.21461324 	 1.58694581 
 0.00020417 	 5.20905607 	 1.57751328 
 0.00020654 	 5.20348981 	 1.56814916 
 0.00020893 	 5.19790557 	 1.55884011 
 0.00021135 	 5.19229442 	 1.54957217 
 0.00021380 	 5.18664745 	 1.54033077 
 0.00021627 	 5.18095572 	 1.53110076 
 0.00021878 	 5.17521032 	 1.52186647 
 0.00022131 	 5.16940234 	 1.51261181 
 0.00022387 	 5.16352285 	 1.50332037 
 0.00022646 	 5.15756294 	 1.49397551 
 0.00022909 	 5.15151368 	 1.48456061 
 0.00023174 	 5.14536615 	 1.47505918 
 0.00023442 	 5.13911180 	 1.46545641 
 0.00023714 	 5.13276020 	 1.45579502 
 0.00023988 	 5.12632345 	 1.44610508 
 0.00024266 	 5.11980730 	 1.43639045 
 0.00024547 	 5.11321751 	 1.42665517 
 0.00024831 	 5.10655985 	 1.41690337 
 0.00025119 	 5.09984006 	 1.40713924 
 0.00025410 	 5.09306391 	 1.39736699 
 0.00025704 	 5.08623715 	 1.38759077 
 0.00026002 	 5.07936555 	 1.37781466 
 0.00026303 	 5.07245486 	 1.36804264 
 0.00026607 	 5.06551084 	 1.35827849 
 0.00026915 	 5.05853925 	 1.34852584 
 0.00027227 	 5.05154585 	 1.33878809 
 0.00027542 	 5.04453640 	 1.32906839 
 0.00027861 	 5.03751664 	 1.31936964 
 0.00028184 	 5.03049235 	 1.30969446 
 0.00028510 	 5.02346928 	 1.30004518 
 0.00028840 	 5.01645319 	 1.29042386 
 0.00029174 	 5.00944984 	 1.28083224 
 0.00029512 	 5.00246499 	 1.27127179 
 0.00029854 	 4.99550438 	 1.26174370 
 0.00030200 	 4.98854293 	 1.25222362 
 0.00030549 	 4.98149939 	 1.24264802 
 0.00030903 	 4.97438003 	 1.23303215 
 0.00031261 	 4.96719701 	 1.22339599 
 0.00031623 	 4.95996248 	 1.21375895 
 0.00031989 	 4.95268857 	 1.20413963 
 0.00032359 	 4.94538745 	 1.19455565 
 0.00032734 	 4.93807126 	 1.18502341 
 0.00033113 	 4.93075214 	 1.17555798 
 0.00033497 	 4.92344225 	 1.16617290 
 0.00033884 	 4.91615374 	 1.15688010 
 0.00034277 	 4.90889876 	 1.14768982 
 0.00034674 	 4.90168944 	 1.13861049 
 0.00035075 	 4.89453795 	 1.12964877 
 0.00035481 	 4.88745643 	 1.12080951 
 0.00035892 	 4.88045703 	 1.11209581 
 0.00036308 	 4.87355190 	 1.10350913 
 0.00036728 	 4.86675319 	 1.09504936 
 0.00037154 	 4.86007304 	 1.08671501 
 0.00037584 	 4.85352361 	 1.07850348 
 0.00038019 	 4.84711704 	 1.07041121 
 0.00038459 	 4.84086403 	 1.06243336 
 0.00038905 	 4.83473281 	 1.05454441 
 0.00039355 	 4.82870302 	 1.04672856 
 0.00039811 	 4.82277062 	 1.03897972 
 0.00040272 	 4.81693159 	 1.03129259 
 0.00040738 	 4.81118189 	 1.02366255 
 0.00041210 	 4.80551749 	 1.01608560 
 0.00041687 	 4.79993437 	 1.00855826 
 0.00042170 	 4.79442850 	 1.00107750 
 0.00042658 	 4.78899585 	 0.99364072 
 0.00043152 	 4.78363239 	 0.98624561 
 0.00043652 	 4.77833408 	 0.97889014 
 0.00044157 	 4.77309691 	 0.97157250 
 0.00044668 	 4.76791683 	 0.96429107 
 0.00045186 	 4.76278983 	 0.95704435 
 0.00045709 	 4.75771187 	 0.94983093 
 0.00046238 	 4.75267892 	 0.94264950 
 0.00046774 	 4.74768695 	 0.93549879 
 0.00047315 	 4.74273194 	 0.92837760 
 0.00047863 	 4.73780985 	 0.92128478 
 0.00048417 	 4.73291665 	 0.91421922 
 0.00048978 	 4.72804832 	 0.90717992 
 0.00049545 	 4.72321728 	 0.90016750 
 0.00050119 	 4.71846032 	 0.89318505 
 0.00050699 	 4.71377510 	 0.88623216 
 0.00051286 	 4.70915735 	 0.87930846 
 0.00051880 	 4.70460281 	 0.87241372 
 0.00052481 	 4.70010721 	 0.86554788 
 0.00053088 	 4.69566630 	 0.85871094 
 0.00053703 	 4.69127581 	 0.85190299 
 0.00054325 	 4.68693148 	 0.84512414 
 0.00054954 	 4.68262903 	 0.83837450 
 0.00055590 	 4.67836421 	 0.83165417 
 0.00056234 	 4.67413275 	 0.82496318 
 0.00056885 	 4.66993039 	 0.81830152 
 0.00057544 	 4.66575287 	 0.81166908 
 0.00058210 	 4.66159592 	 0.80506567 
 0.00058884 	 4.65745527 	 0.79849099 
 0.00059566 	 4.65332667 	 0.79194462 
 0.00060256 	 4.64920584 	 0.78542605 
 0.00060954 	 4.64508853 	 0.77893464 
 0.00061660 	 4.64097047 	 0.77246966 
 0.00062373 	 4.63684740 	 0.76603030 
 0.00063096 	 4.63271631 	 0.75961614 
 0.00063826 	 4.62859832 	 0.75323573 
 0.00064565 	 4.62450191 	 0.74689194 
 0.00065313 	 4.62042647 	 0.74058404 
 0.00066069 	 4.61637144 	 0.73431129 
 0.00066834 	 4.61233622 	 0.72807292 
 0.00067608 	 4.60832024 	 0.72186810 
 0.00068391 	 4.60432290 	 0.71569592 
 0.00069183 	 4.60034363 	 0.70955540 
 0.00069984 	 4.59638184 	 0.70344545 
 0.00070795 	 4.59243695 	 0.69736488 
 0.00071614 	 4.58850836 	 0.69131237 
 0.00072444 	 4.58459551 	 0.68528648 
 0.00073282 	 4.58069781 	 0.67928564 
 0.00074131 	 4.57681466 	 0.67330815 
 0.00074989 	 4.57294549 	 0.66735218 
 0.00075858 	 4.56908972 	 0.66141578 
 0.00076736 	 4.56524675 	 0.65549688 
 0.00077625 	 4.56141602 	 0.64959331 
 0.00078524 	 4.55759692 	 0.64370281 
 0.00079433 	 4.55378888 	 0.63782305 
 0.00080353 	 4.54999132 	 0.63195165 
 0.00081283 	 4.54620829 	 0.62608663 
 0.00082224 	 4.54244856 	 0.62022905 
 0.00083176 	 4.53871093 	 0.61438135 
 0.00084140 	 4.53499388 	 0.60854591 
 0.00085114 	 4.53129590 	 0.60272510 
 0.00086099 	 4.52761546 	 0.59692126 
 0.00087096 	 4.52395104 	 0.59113667 
 0.00088105 	 4.52030114 	 0.58537354 
 0.00089125 	 4.51666422 	 0.57963406 
 0.00090157 	 4.51303877 	 0.57392033 
 0.00091201 	 4.50942326 	 0.56823437 
 0.00092257 	 4.50581619 	 0.56257815 
 0.00093325 	 4.50221602 	 0.55695354 
 0.00094406 	 4.49862125 	 0.55136233 
 0.00095499 	 4.49503035 	 0.54580622 
 0.00096605 	 4.49144180 	 0.54028682 
 0.00097724 	 4.48785408 	 0.53480565 
 0.00098855 	 4.48426567 	 0.52936411 
 0.00100000 	 4.48067506 	 0.52396352 
 0.00101158 	 4.47708073 	 0.51860510 
 0.00102329 	 4.47348115 	 0.51328995 
 0.00103514 	 4.46987629 	 0.50801742 
 0.00104713 	 4.46628565 	 0.50276533 
 0.00105925 	 4.46271363 	 0.49753020 
 0.00107152 	 4.45915758 	 0.49231672 
 0.00108393 	 4.45561483 	 0.48712948 
 0.00109648 	 4.45208273 	 0.48197292 
 0.00110917 	 4.44855860 	 0.47685136 
 0.00112202 	 4.44503979 	 0.47176887 
 0.00113501 	 4.44152364 	 0.46672932 
 0.00114815 	 4.43800748 	 0.46173631 
 0.00116145 	 4.43448866 	 0.45679315 
 0.00117490 	 4.43096450 	 0.45190285 
 0.00118850 	 4.42743235 	 0.44706808 
 0.00120226 	 4.42388955 	 0.44229117 
 0.00121619 	 4.42033343 	 0.43757407 
 0.00123027 	 4.41676133 	 0.43291837 
 0.00124451 	 4.41317059 	 0.42832531 
 0.00125893 	 4.40955855 	 0.42379571 
 0.00127350 	 4.40592254 	 0.41933007 
 0.00128825 	 4.40225991 	 0.41492850 
 0.00130317 	 4.39856799 	 0.41059080 
 0.00131826 	 4.39484412 	 0.40631646 
 0.00133352 	 4.39109311 	 0.40209928 
 0.00134896 	 4.38732717 	 0.39792889 
 0.00136458 	 4.38354636 	 0.39380476 
 0.00138038 	 4.37975047 	 0.38972660 
 0.00139637 	 4.37593929 	 0.38569416 
 0.00141254 	 4.37211261 	 0.38170719 
 0.00142889 	 4.36827022 	 0.37776548 
 0.00144544 	 4.36441191 	 0.37386882 
 0.00146218 	 4.36053748 	 0.37001698 
 0.00147911 	 4.35664671 	 0.36620975 
 0.00149624 	 4.35273939 	 0.36244689 
 0.00151356 	 4.34881533 	 0.35872816 
 0.00153109 	 4.34487430 	 0.35505329 
 0.00154882 	 4.34091610 	 0.35142196 
 0.00156675 	 4.33694052 	 0.34783386 
 0.00158489 	 4.33294735 	 0.34428860 
 0.00160325 	 4.32893638 	 0.34078577 
 0.00162181 	 4.32490740 	 0.33732494 
 0.00164059 	 4.32086021 	 0.33390559 
 0.00165959 	 4.31679459 	 0.33052719 
 0.00167880 	 4.31271034 	 0.32718916 
 0.00169824 	 4.30860697 	 0.32389050 
 0.00171791 	 4.30448157 	 0.32062649 
 0.00173780 	 4.30033402 	 0.31739577 
 0.00175792 	 4.29616513 	 0.31419824 
 0.00177828 	 4.29197571 	 0.31103389 
 0.00179887 	 4.28776656 	 0.30790275 
 0.00181970 	 4.28353848 	 0.30480495 
 0.00184077 	 4.27929228 	 0.30174060 
 0.00186209 	 4.27502876 	 0.29870986 
 0.00188365 	 4.27074873 	 0.29571289 
 0.00190546 	 4.26645300 	 0.29274984 
 0.00192752 	 4.26214236 	 0.28982087 
 0.00194984 	 4.25781762 	 0.28692607 
 0.00197242 	 4.25347959 	 0.28406554 
 0.00199526 	 4.24912907 	 0.28123930 
 0.00201837 	 4.24476687 	 0.27844735 
 0.00204174 	 4.24039378 	 0.27568962 
 0.00206538 	 4.23601062 	 0.27296599 
 0.00208930 	 4.23161819 	 0.27027630 
 0.00211349 	 4.22721729 	 0.26762032 
 0.00213796 	 4.22280873 	 0.26499778 
 0.00216272 	 4.21839331 	 0.26240834 
 0.00218776 	 4.21397087 	 0.25984909 
 0.00221309 	 4.20953995 	 0.25731628 
 0.00223872 	 4.20510003 	 0.25481043 
 0.00226464 	 4.20065058 	 0.25233213 
 0.00229087 	 4.19619109 	 0.24988195 
 0.00231739 	 4.19172105 	 0.24746043 
 0.00234423 	 4.18723994 	 0.24506811 
 0.00237137 	 4.18274726 	 0.24270546 
 0.00239883 	 4.17824248 	 0.24037292 
 0.00242661 	 4.17372509 	 0.23807086 
 0.00245471 	 4.16919457 	 0.23579959 
 0.00248313 	 4.16465042 	 0.23355934 
 0.00251189 	 4.16009212 	 0.23135027 
 0.00254097 	 4.15551915 	 0.22917244 
 0.00257040 	 4.15093100 	 0.22702583 
 0.00260016 	 4.14632715 	 0.22491032 
 0.00263027 	 4.14170709 	 0.22282568 
 0.00266073 	 4.13707031 	 0.22077159 
 0.00269153 	 4.13241630 	 0.21874763 
 0.00272270 	 4.12774452 	 0.21675328 
 0.00275423 	 4.12305448 	 0.21478793 
 0.00278612 	 4.11834577 	 0.21285051 
 0.00281838 	 4.11361909 	 0.21093764 
 0.00285102 	 4.10887498 	 0.20904884 
 0.00288403 	 4.10411378 	 0.20718439 
 0.00291743 	 4.09933585 	 0.20534454 
 0.00295121 	 4.09454155 	 0.20352954 
 0.00298538 	 4.08973122 	 0.20173957 
 0.00301995 	 4.08490522 	 0.19997478 
 0.00305492 	 4.08006391 	 0.19823526 
 0.00309030 	 4.07520764 	 0.19652103 
 0.00312608 	 4.07033677 	 0.19483205 
 0.00316228 	 4.06545164 	 0.19316818 
 0.00319890 	 4.06055261 	 0.19152923 
 0.00323594 	 4.05564004 	 0.18991488 
 0.00327341 	 4.05071427 	 0.18832475 
 0.00331131 	 4.04577567 	 0.18675836 
 0.00334965 	 4.04082459 	 0.18521512 
 0.00338844 	 4.03586138 	 0.18369436 
 0.00342768 	 4.03088639 	 0.18219531 
 0.00346737 	 4.02589998 	 0.18071709 
 0.00350752 	 4.02090250 	 0.17925877 
 0.00354813 	 4.01589431 	 0.17781928 
 0.00358922 	 4.01087346 	 0.17639591 
 0.00363078 	 4.00583732 	 0.17498629 
 0.00367282 	 4.00078627 	 0.17359073 
 0.00371535 	 3.99572072 	 0.17220958 
 0.00375837 	 3.99064104 	 0.17084324 
 0.00380189 	 3.98554762 	 0.16949210 
 0.00384592 	 3.98044086 	 0.16815657 
 0.00389045 	 3.97532114 	 0.16683709 
 0.00393550 	 3.97018885 	 0.16553407 
 0.00398107 	 3.96504438 	 0.16424793 
 0.00402717 	 3.95988813 	 0.16297906 
 0.00407380 	 3.95472047 	 0.16172785 
 0.00412098 	 3.94954180 	 0.16049467 
 0.00416869 	 3.94435251 	 0.15927985 
 0.00421697 	 3.93915299 	 0.15808372 
 0.00426580 	 3.93394362 	 0.15690656 
 0.00431519 	 3.92872480 	 0.15574863 
 0.00436516 	 3.92349691 	 0.15461016 
 0.00441570 	 3.91826034 	 0.15349137 
 0.00446684 	 3.91301549 	 0.15239244 
 0.00451856 	 3.90776274 	 0.15131355 
 0.00457088 	 3.90250232 	 0.15025419 
 0.00462381 	 3.89723326 	 0.14921015 
 0.00467735 	 3.89195517 	 0.14818137 
 0.00473151 	 3.88666788 	 0.14716874 
 0.00478630 	 3.88137118 	 0.14617311 
 0.00484172 	 3.87606491 	 0.14519525 
 0.00489779 	 3.87074887 	 0.14423587 
 0.00495450 	 3.86542287 	 0.14329555 
 0.00501187 	 3.86008674 	 0.14237479 
 0.00506991 	 3.85474028 	 0.14147393 
 0.00512861 	 3.84938331 	 0.14059317 
 0.00518800 	 3.84401565 	 0.13973260 
 0.00524807 	 3.83863710 	 0.13889210 
 0.00530884 	 3.83324749 	 0.13807142 
 0.00537032 	 3.82784663 	 0.13727015 
 0.00543250 	 3.82243433 	 0.13648771 
 0.00549541 	 3.81701041 	 0.13572336 
 0.00555904 	 3.81157469 	 0.13497622 
 0.00562341 	 3.80612697 	 0.13424527 
 0.00568853 	 3.80066707 	 0.13352936 
 0.00575440 	 3.79519480 	 0.13282723 
 0.00582103 	 3.78970999 	 0.13213752 
 0.00588844 	 3.78421519 	 0.13145779 
 0.00595662 	 3.77871290 	 0.13078727 
 0.00602560 	 3.77320249 	 0.13012722 
 0.00609537 	 3.76768333 	 0.12947883 
 0.00616595 	 3.76215478 	 0.12884325 
 0.00623735 	 3.75661619 	 0.12822153 
 0.00630957 	 3.75106695 	 0.12761463 
 0.00638263 	 3.74550641 	 0.12702345 
 0.00645654 	 3.73993393 	 0.12644877 
 0.00653131 	 3.73434889 	 0.12589126 
 0.00660693 	 3.72875065 	 0.12535152 
 0.00668344 	 3.72313856 	 0.12483002 
 0.00676083 	 3.71751200 	 0.12432715 
 0.00683912 	 3.71187034 	 0.12384321 
 0.00691831 	 3.70621292 	 0.12337842 
 0.00699842 	 3.70053913 	 0.12293291 
 0.00707946 	 3.69484833 	 0.12250677 
 0.00716143 	 3.68913987 	 0.12210003 
 0.00724436 	 3.68341313 	 0.12171271 
 0.00732825 	 3.67766747 	 0.12134481 
